series,thickness_nm,residual
point,0.0,-0.09955006559037827
point,12.0,0.0996856477117305
point,18.0,-0.10014582923859905
point,0.0,4.900449934409622
point,1.1,3.5850365913069027
point,2.1,5.595970934702663
point,3.1,-0.10031404601467386
point,0.0,9.100449934409625
point,0.2,-18.556928928516143
point,0.5,-37.008067797168906
point,1.0,11.247152941962057
point,2.0,-2.0617204377851834
point,0.0,-1.299550065590381
point,5.0,0.10032524736890025
