series,thickness_nm,residual
point,0.0,3.5553747084475305
point,12.0,0.024824933637859203
point,18.0,0.1338055292402771
point,0.0,-26.74462529155247
point,1.1,-17.36973587508444
point,2.1,-11.106395445773751
point,3.1,-4.6641972289588995
point,0.0,30.13537470844753
point,0.2,3.234647981999146
point,0.5,5.351421901925448
point,1.0,8.567998443307399
point,2.0,17.963709060624804
point,0.0,-10.624625291554807
point,5.0,1.7528410408130952
