series,predicted,residual
point,78.24601630668002,-10.24601630668002
point,64.48146187955943,-0.48146187955943276
point,57.59918466599913,0.40081533400086755
point,78.24601630668002,-5.246016306680019
point,76.98426548419397,-1.984265484193969
point,75.83721928193391,3.162780718066088
point,74.69017307967387,-0.690173079673869
point,78.24601630668002,-1.0460163066800163
point,78.016607066228,-27.816607066228002
point,77.67249320555,-44.972493205549995
point,77.09897010441996,5.301029895580044
point,75.95192390215992,-4.751923902159916
point,78.24601630668002,-11.446016306680022
point,72.51078529537978,0.0892147046202183
