series,thickness_nm,residual
point,0.0,10.886977645113603
point,12.0,34.96469074918083
point,18.0,-13.60581801000157
point,0.0,-19.413022354886397
point,1.1,-20.678849671444308
point,2.1,-22.02086973926555
point,3.1,-20.37232249803524
point,0.0,37.4669776451136
point,0.2,8.511403438833891
point,0.5,7.629834677593184
point,1.0,6.145333537335652
point,2.0,7.694256738609255
point,0.0,-3.2930223548863964
point,5.0,-13.91556980326061
