series,residual
residual_sample,18.3140510703687
residual_sample,17.87492707432554
residual_sample,6.155365076303951
residual_sample,-11.985948929631302
residual_sample,-20.951201962601925
residual_sample,-28.337795628938856
residual_sample,-31.824389295275786
residual_sample,44.8940510703687
residual_sample,14.456732337101311
residual_sample,11.420754237200232
residual_sample,6.527457404031768
residual_sample,1.9408637376948406
residual_sample,4.134051070368699
residual_sample,-32.61891726131596
