series,residual
residual_sample,-0.09955006559037827
residual_sample,0.0996856477117305
residual_sample,-0.10014582923859905
residual_sample,4.900449934409622
residual_sample,3.5850365913069027
residual_sample,5.595970934702663
residual_sample,-0.10031404601467386
residual_sample,9.100449934409625
residual_sample,-18.556928928516143
residual_sample,-37.008067797168906
residual_sample,11.247152941962057
residual_sample,-2.0617204377851834
residual_sample,-1.299550065590381
residual_sample,0.10032524736890025
