series,thickness_nm,absolute_error
point,0.0,6.659887293157169
point,12.0,3.2782561058864985
point,18.0,10.747327805408304
point,0.0,1.340112706842831
point,1.1,8.123890814911533
point,2.1,18.545712198324566
point,3.1,8.032466418262402
point,0.0,14.659887293157169
point,0.2,90.45574843016021
point,0.5,154.72920201513628
point,1.0,19.381708676570213
point,2.0,19.496469940016766
point,0.0,17.440112706842854
point,5.0,41.868994210222354
