series,thickness_nm,absolute_error
point,0.0,1.7222222222222285
point,12.0,3.6555555555555657
point,18.0,9.655555555555566
point,0.0,6.7222222222222285
point,1.1,7.36666666666666
point,2.1,10.699999999999989
point,3.1,5.744444444444454
point,0.0,10.922222222222231
point,0.2,16.07777777777777
point,0.5,33.57777777777777
point,1.0,16.122222222222234
point,2.0,2.8999999999999915
point,0.0,0.5222222222222257
point,5.0,4.344444444444434
