series,actual,residual
point,40.0,7.055555555555557
point,121.0,73.28888888888889
point,150.0,102.28888888888889
point,9.7,-23.244444444444444
point,8.2,-22.72
point,7.6,-20.086666666666666
point,10.9,-18.264444444444443
point,66.58,33.635555555555555
point,37.5,4.555555555555557
point,36.5,3.5555555555555642
point,35.0,2.055555555555557
point,37.2,9.513333333333335
point,25.82,-7.124444444444443
point,23.0,-6.164444444444445
