series,thickness_nm,absolute_error
point,0.0,25.17059577741469
point,12.0,1.5329617916002007
point,18.0,17.384740576107674
point,0.0,17.17059577741469
point,1.1,25.097769666921693
point,2.1,34.122473202837114
point,3.1,6.147176738752535
point,0.0,33.17059577741469
point,0.2,72.22446351540219
point,0.5,136.91705245462757
point,1.0,36.49529931333012
point,2.0,3.7799971507544683
point,0.0,1.0705957774146668
point,5.0,53.39411345699182
