series,residual,kde_x,kde_density
residual_sample,0.5642857142857025,,
residual_sample,-3.4357142857142975,,
residual_sample,-9.435714285714297,,
residual_sample,5.5642857142857025,,
residual_sample,7.5642857142857025,,
residual_sample,11.564285714285703,,
residual_sample,6.5642857142857025,,
residual_sample,9.764285714285705,,
residual_sample,-17.235714285714295,,
residual_sample,-34.735714285714295,,
residual_sample,14.964285714285708,,
residual_sample,3.7642857142857054,,
residual_sample,-0.6357142857143003,,
residual_sample,5.164285714285697,,
kde,,-34.735714285714295,0.0039904333189395074
kde,,-34.485965541995704,0.004012016501695518
kde,,-34.236216798277106,0.004031241229555498
kde,,-33.986468054558514,0.004048190486546811
kde,,-33.73671931083992,0.004062959741209818
kde,,-33.48697056712133,0.0040756566110411105
kde,,-33.237221823402734,0.0040864004551559715
kde,,-32.98747307968414,0.004095321897371476
kde,,-32.73772433596555,0.004102562282458936
kde,,-32.487975592246954,0.004108273068844757
kde,,-32.23822684852836,0.004112615161547062
kde,,-31.988478104809772,0.004115758189617253
kde,,-31.738729361091178,0.004117879732806455
kde,,-31.488980617372587,0.004119164502592421
kde,,-31.239231873653992,0.004119803483079132
kde,,-30.9894831299354,0.004119993037615543
kde,,-30.739734386216806,0.004119933987268445
kde,,-30.489985642498212,0.004119830667524833
kde,,-30.24023689877962,0.004119889969788808
kde,,-29.99048815506103,0.004120320374375541
kde,,-29.740739411342435,0.004121330981788493
kde,,-29.49099066762384,0.004123130549095355
kde,,-29.24124192390525,0.004125926538192437
kde,,-28.991493180186655,0.004129924182666935
kde,,-28.741744436468064,0.004135325579831954
kde,,-28.49199569274947,0.004142328814321819
kde,,-28.24224694903088,0.004151127119396288
kde,,-27.992498205312284,0.004161908081814212
kde,,-27.74274946159369,0.004174852895802077
kde,,-27.4930007178751,0.0041901356712638295
kde,,-27.243251974156504,0.0042079228009585575
kde,,-26.993503230437913,0.004228372390915592
kde,,-26.743754486719318,0.004251633757866214
kde,,-26.494005743000727,0.004277846996951705
kde,,-26.244256999282133,0.0043071426224232014
kde,,-25.994508255563538,0.004339641283484249
kde,,-25.744759511844947,0.004375453556846963
kde,,-25.495010768126356,0.004414679816981897
kde,,-25.24526202440776,0.004457410184445002
kde,,-24.995513280689167,0.004503724552067354
kde,,-24.745764536970576,0.004553692688199282
kde,,-24.496015793251985,0.004607374415615139
kde,,-24.246267049533387,0.004664819864112368
kde,,-23.996518305814796,0.004726069794283922
kde,,-23.746769562096205,0.004791155989409785
kde,,-23.49702081837761,0.004860101711906329
kde,,-23.247272074659016,0.004932922220294435
kde,,-22.997523330940425,0.005009625342202754
kde,,-22.747774587221834,0.005090212098514017
kde,,-22.49802584350324,0.0051746773733927515
kde,,-22.248277099784644,0.005263010624604686
kde,,-21.998528356066053,0.005355196628253467
kde,,-21.74877961234746,0.0054512162518206425
kde,,-21.499030868628864,0.005551047249201798
kde,,-21.249282124910273,0.005654665071285648
kde,,-20.999533381191682,0.005762043685524691
kde,,-20.749784637473088,0.005873156397895538
kde,,-20.500035893754493,0.00598797667064396
kde,,-20.250287150035902,0.006106478929253512
kde,,-20.00053840631731,0.006228639352166014
kde,,-19.750789662598713,0.006354436636915941
kde,,-19.501040918880122,0.006483852736517244
kde,,-19.25129217516153,0.0066168735601580715
kde,,-19.001543431442936,0.006753489632514238
kde,,-18.75179468772434,0.006893696706283365
kde,,-18.50204594400575,0.007037496322865881
kde,,-18.252297200287156,0.007184896316473417
kde,,-18.002548456568565,0.007335911257326506
kde,,-17.75279971284997,0.007490562830009007
kde,,-17.50305096913138,0.007648880143472569
kde,,-17.253302225412785,0.007810899969627988
kde,,-17.003553481694194,0.007976666907917634
kde,,-16.7538047379756,0.008146233473731413
kde,,-16.50405599425701,0.008319660109004326
kde,,-16.254307250538414,0.008497015113813766
kde,,-16.00455850681982,0.008678374498275743
kde,,-15.754809763101228,0.008863821754518863
kde,,-15.505061019382634,0.00905344754898978
kde,,-15.255312275664043,0.009247349335811363
kde,,-15.005563531945448,0.009445630892373425
kde,,-14.755814788226857,0.009648401778781342
kde,,-14.506066044508263,0.009855776723220864
kde,,-14.256317300789672,0.010067874935713048
kde,,-14.006568557071077,0.010284819353132697
kde,,-13.756819813352482,0.010506735818743293
kde,,-13.507071069633891,0.010733752199861448
kde,,-13.257322325915297,0.010965997447602438
kde,,-13.007573582196706,0.01120360060297521
kde,,-12.757824838478111,0.011446689753889306
kde,,-12.50807609475952,0.011695390947907062
kde,,-12.258327351040926,0.011949827065822401
kde,,-12.008578607322335,0.01221011666137114
kde,,-11.75882986360374,0.01247637277257863
kde,,-11.509081119885145,0.01274870171042723
kde,,-11.259332376166554,0.013027201830679533
kde,,-11.00958363244796,0.013311962294823818
kde,,-10.759834888729369,0.013603061826214936
kde,,-10.510086145010774,0.013900567467568983
kde,,-10.260337401292183,0.014204533346031572
kde,,-10.010588657573589,0.014514999452079912
kde,,-9.760839913854998,0.01483199043853641
kde,,-9.511091170136403,0.01515551444596804
kde,,-9.261342426417809,0.015485561960720071
kde,,-9.011593682699218,0.015822104711785977
kde,,-8.761844938980623,0.01616509461264715
