series,thickness_nm,residual
point,0.0,-26.698715989410644
point,12.0,-0.19945790630107751
point,18.0,-0.25098790608360133
point,0.0,20.301284010589356
point,1.1,0.10456909241582935
point,2.1,0.10508439241365863
point,3.1,0.0994160924375791
point,0.0,0.30128401058935594
point,0.2,0.011815092807282213
point,0.5,0.016968092785532463
point,1.0,0.03242709272028321
point,2.0,0.022121092763782713
point,0.0,6.101284010589353
point,5.0,0.037580092698547674
