series,predicted,residual
point,76.69871598941064,-26.698715989410644
point,37.19945790630108,-0.19945790630107751
point,27.2509879060836,-0.25098790608360133
point,76.69871598941064,20.301284010589356
point,95.89543090758417,0.10456909241582935
point,95.99491560758634,0.10508439241365863
point,94.90058390756242,0.0994160924375791
point,76.69871598941064,0.30128401058935594
point,77.98818490719272,0.011815092807282213
point,78.98303190721447,0.016968092785532463
point,81.96757290727972,0.03242709272028321
point,79.97787890723622,0.022121092763782713
point,76.69871598941064,6.101284010589353
point,82.96241990730145,0.037580092698547674
