series,thickness_nm,residual
point,0.0,22.036123067011204
point,12.0,7.034596950169316
point,18.0,-2.9661661082516275
point,0.0,14.036123067011204
point,1.1,23.03598317296735
point,2.1,33.035855996563896
point,3.1,6.0357288201603865
point,0.0,30.036123067011204
point,0.2,-75.16390236826948
point,0.5,-139.56394052119052
point,1.0,34.33599589060776
point,2.0,-4.964131285795759
point,0.0,-2.063876932988819
point,5.0,55.13548718499379
