layer,x,y_lo,y_hi,y
quantile_band_10_90,0.0,62.825874125874186,90.19874125874125,
median,0.0,,,80.05244755244759
quantile_band_10_90,0.2,69.9818181818182,81.60923076923075,
median,0.2,,,77.2993006993007
quantile_band_10_90,0.5,77.98717948717949,79.92508158508154,
median,0.5,,,79.2067599067599
quantile_band_10_90,1.0,85.58857808857809,82.6817249417249,
median,1.0,,,83.75920745920746
quantile_band_10_90,1.1,91.53263403263405,87.41459207459201,
median,1.1,,,88.94102564102565
quantile_band_10_90,2.0,94.56596736596762,91.65911421911446,
median,2.0,,,92.73659673659698
quantile_band_10_90,2.1,93.43519813519819,92.95072261072252,
median,2.1,,,93.13030303030308
quantile_band_10_90,3.1,86.88694638694643,88.82484848484835,
median,3.1,,,88.10652680652687
quantile_band_10_90,5.0,73.66783216783219,76.81692307692289,
median,5.0,,,75.64965034965043
quantile_band_10_90,12.0,52.52447552447549,54.46237762237737,
median,12.0,,,53.744055944056015
quantile_band_10_90,18.0,22.20349650349636,19.296643356642974,
median,18.0,,,20.374125874125916
