layer,x,y_lo,y_hi,y
ice_band_10_90,0.0,74.29228386488089,74.29232065791966,
ice_band_10_90,0.07228915662650602,74.24598565970349,74.24602724290648,
ice_band_10_90,0.14457831325301204,74.19968906356519,74.19973382547208,
ice_band_10_90,0.21686746987951805,74.15339377038303,74.15344041000681,
ice_band_10_90,0.2891566265060241,74.10709947407412,74.10714700090095,
ice_band_10_90,0.3614457831325301,74.0608058685556,74.06085360254504,
ice_band_10_90,0.4337349397590361,74.01451242413866,74.01456022916643,
ice_band_10_90,0.5060240963855421,73.96821951221949,73.96826687057454,
ice_band_10_90,0.5783132530120482,73.9219260792488,73.92197350212498,
ice_band_10_90,0.6506024096385542,73.8756321076674,73.87568022253116,
ice_band_10_90,0.7228915662650602,73.82933775756267,73.8293870576903,
ice_band_10_90,0.7951807228915663,73.7830432495596,73.78309395122261,
ice_band_10_90,0.8674698795180722,73.73674834283932,73.73680088094513,
ice_band_10_90,0.9397590361445782,73.6904530564025,73.69050773525461,
ice_band_10_90,1.0120481927710843,73.6441576400514,73.64421458606051,
ice_band_10_90,1.0843373493975903,73.59786232678783,73.59792145160166,
ice_band_10_90,1.1566265060240963,73.55156730555602,73.55162831732004,
ice_band_10_90,1.2289156626506024,73.50527272009553,73.50533519520172,
ice_band_10_90,1.3012048192771084,73.45897795262108,73.45904213920826,
ice_band_10_90,1.3734939759036144,73.41268244905501,73.4127491031251,
ice_band_10_90,1.4457831325301205,73.36638653027036,73.36645606271082,
ice_band_10_90,1.5180722891566265,73.32009072239643,73.32016296896481,
ice_band_10_90,1.5903614457831325,73.27379494907115,73.27386985629126,
ice_band_10_90,1.6626506024096386,73.2274986023617,73.22757676531776,
ice_band_10_90,1.7349397590361444,73.18120212778078,73.18128372563169,
ice_band_10_90,1.8072289156626504,73.13490603107644,73.1349907455676,
ice_band_10_90,1.8795180722891565,73.08861021357068,73.08869783032469,
ice_band_10_90,1.9518072289156625,73.04231470285677,73.04240493225377,
ice_band_10_90,2.0240963855421685,72.99601932844865,72.99611207296017,
ice_band_10_90,2.0963855421686746,72.94972396839947,72.94981918863283,
ice_band_10_90,2.1686746987951806,72.90342866503337,72.90352627556159,
ice_band_10_90,2.2409638554216866,72.85713362264427,72.85723335669009,
ice_band_10_90,2.3132530120481927,72.81083833386646,72.81094041990903,
ice_band_10_90,2.3855421686746987,72.76454255014295,72.76464743097242,
ice_band_10_90,2.4578313253012047,72.71824650157919,72.71835441470189,
ice_band_10_90,2.5301204819277108,72.67195033812587,72.67206141153123,
ice_band_10_90,2.602409638554217,72.62565422313574,72.62576847445712,
ice_band_10_90,2.674698795180723,72.57935818380341,72.57947553286928,
ice_band_10_90,2.746987951807229,72.53306214447107,72.53318259652076,
ice_band_10_90,2.819277108433735,72.48676610513871,72.48688967872236,
ice_band_10_90,2.891566265060241,72.44047006580638,72.44059680314894,
ice_band_10_90,2.963855421686747,72.39417402647405,72.39430395947394,
ice_band_10_90,3.036144578313253,72.34787798714171,72.34801106207883,
ice_band_10_90,3.108433734939759,72.30158194780937,72.30171811071992,
ice_band_10_90,3.180722891566265,72.25528590847702,72.2554251480824,
ice_band_10_90,3.253012048192771,72.20898986914469,72.20913219908296,
ice_band_10_90,3.325301204819277,72.16269382847145,72.16283929111249,
ice_band_10_90,3.397590361445783,72.11639778640392,72.11654637699675,
ice_band_10_90,3.469879518072289,72.07010174640763,72.07025345984965,
ice_band_10_90,3.542168674698795,72.02380571109525,72.02396055892564,
ice_band_10_90,3.614457831325301,71.97750968222654,71.97766768704294,
ice_band_10_90,3.686746987951807,71.93121366070838,71.93137481373682,
ice_band_10_90,3.759036144578313,71.88491764659474,71.88508192066213,
ice_band_10_90,3.831325301204819,71.83862163908671,71.8387890419839,
ice_band_10_90,3.903614457831325,71.79232563653248,71.79249617218441,
ice_band_10_90,3.975903614457831,71.74602963642735,71.7462033014192,
ice_band_10_90,4.048192771084337,71.69973366820301,71.69991042765949,
ice_band_10_90,4.120481927710843,71.65343769620358,71.65361755389978,
ice_band_10_90,4.192771084337349,71.6071416825904,71.60732468014007,
ice_band_10_90,4.265060240963855,71.56084559861222,71.56103180638036,
ice_band_10_90,4.337349397590361,71.51454942633475,71.51473893262065,
ice_band_10_90,4.409638554216867,71.46825315864069,71.46844605886093,
ice_band_10_90,4.481927710843373,71.42195679922972,71.42215318510122,
ice_band_10_90,4.554216867469879,71.3756603626184,71.37586031134151,
ice_band_10_90,4.626506024096385,71.32936387414037,71.32956743758182,
ice_band_10_90,4.698795180722891,71.28306736994617,71.2832745638221,
ice_band_10_90,4.771084337349397,71.23677089700332,71.2369816900624,
ice_band_10_90,4.843373493975903,71.19047443021226,71.19068881672311,
ice_band_10_90,4.9156626506024095,71.1441779634212,71.14439594899915,
ice_band_10_90,4.9879518072289155,71.09788149663015,71.09810307934045,
ice_band_10_90,5.0602409638554215,71.05158502983909,71.05181020205272,
ice_band_10_90,5.132530120481928,71.00528856304804,71.00551731279259,
ice_band_10_90,5.204819277108434,70.95899209625698,70.9592244089124,
ice_band_10_90,5.27710843373494,70.91269562946593,70.91293148952765,
ice_band_10_90,5.349397590361446,70.86639916267485,70.86663855551706,
ice_band_10_90,5.421686746987952,70.8201026958838,70.82034560952252,
ice_band_10_90,5.493975903614458,70.77380622909274,70.77405265594916,
ice_band_10_90,5.566265060240964,70.72750976230168,70.72775970096532,
ice_band_10_90,5.63855421686747,70.68121329551062,70.68146675143971,
ice_band_10_90,5.710843373493976,70.63491682871957,70.63517380184803,
ice_band_10_90,5.783132530120482,70.5886203619285,70.58888084528799,
ice_band_10_90,5.855421686746988,70.54232389513744,70.54258788653581,
ice_band_10_90,5.927710843373494,70.49602742834638,70.49629493750147,
ice_band_10_90,6.0,70.44973096155532,70.45000200702876,
ice_band_10_90,6.072289156626506,70.40343449476426,70.40370910086865,
ice_band_10_90,6.144578313253012,70.3571380279732,70.3574162216792,
ice_band_10_90,6.216867469879518,70.31084156118216,70.31112336902564,
ice_band_10_90,6.289156626506024,70.2645450943911,70.26483053938033,
ice_band_10_90,6.36144578313253,70.21824862760003,70.21853772612273,
ice_band_10_90,6.433734939759036,70.17195216080897,70.17224492220875,
ice_band_10_90,6.506024096385542,70.12565569401791,70.12595211466069,
ice_band_10_90,6.578313253012048,70.07935922722685,70.079659299057,
ice_band_10_90,6.650602409638554,70.03306276043578,70.03336647446878,
ice_band_10_90,6.72289156626506,69.98676629364472,69.98707363758584,
ice_band_10_90,6.795180722891566,69.94046982685367,69.94078078671869,
ice_band_10_90,6.867469879518072,69.89417336006261,69.89448792233961,
ice_band_10_90,6.939759036144578,69.84787689327155,69.84819504577257,
ice_band_10_90,7.012048192771084,69.8015804264805,69.80190215910302,
ice_band_10_90,7.08433734939759,69.75528395968944,69.75560926631206,
ice_band_10_90,7.156626506024096,69.70898749289839,69.70931637327638,
ice_band_10_90,7.228915662650602,69.66269102610732,69.66302348102103,
ice_band_10_90,7.301204819277108,69.61639455931626,69.61673058639377,
ice_band_10_90,7.373493975903614,69.57009809252521,69.57043768968234,
ice_band_10_90,7.44578313253012,69.52380162573415,69.52414479144957,
ice_band_10_90,7.518072289156626,69.47750515894307,69.47785189253315,
ice_band_10_90,7.590361445783132,69.43120869215203,69.43155899404576,
ice_band_10_90,7.662650602409638,69.38491222536096,69.38526609600702,
ice_band_10_90,7.734939759036144,69.3386157585699,69.33897319796826,
ice_band_10_90,7.80722891566265,69.29231929177884,69.29268029992953,
ice_band_10_90,7.879518072289156,69.24602282498778,69.24638740189077,
ice_band_10_90,7.951807228915662,69.19972635819671,69.20009450385203,
ice_band_10_90,8.024096385542169,69.15342989140566,69.15380160581688,
ice_band_10_90,8.096385542168674,69.1071334246146,69.10750870986158,
ice_band_10_90,8.168674698795181,69.06083695782355,69.0612158133817,
ice_band_10_90,8.240963855421686,69.01454049103249,69.01492291435177,
ice_band_10_90,8.313253012048193,68.96824402424143,68.96863001132535,
ice_band_10_90,8.385542168674698,68.92194755745038,68.92233710343496,
ice_band_10_90,8.457831325301205,68.87565109065932,68.8760441903921,
ice_band_10_90,8.53012048192771,68.82935462386827,68.82975127248727,
ice_band_10_90,8.602409638554217,68.7830581570772,68.78345835058997,
ice_band_10_90,8.674698795180722,68.73676169028613,68.73716542614864,
ice_band_10_90,8.74698795180723,68.69046522349508,68.69087250119071,
ice_band_10_90,8.819277108433734,68.64416875670402,68.64457957831353,
ice_band_10_90,8.891566265060241,68.59787228991294,68.59828665543635,
ice_band_10_90,8.963855421686747,68.5515758231219,68.55199373255918,
ice_band_10_90,9.036144578313253,68.50527935633083,68.50570080968201,
ice_band_10_90,9.108433734939759,68.45898288953978,68.45940788680483,
ice_band_10_90,9.180722891566266,68.41268642274872,68.41311496392765,
ice_band_10_90,9.25301204819277,68.36638995595766,68.36682204105047,
ice_band_10_90,9.325301204819276,68.3200934891666,68.3205291181733,
ice_band_10_90,9.397590361445783,68.27379702237555,68.27423619357167,
ice_band_10_90,9.469879518072288,68.22750055558448,68.22794326832582,
ice_band_10_90,9.542168674698795,68.18120408879342,68.18165034545648,
ice_band_10_90,9.6144578313253,68.13490762200236,68.1353574272066,
ice_band_10_90,9.686746987951807,68.08861115521131,68.0890645150415,
ice_band_10_90,9.759036144578312,68.04231468842023,68.0427716096487,
ice_band_10_90,9.831325301204819,67.99601822162919,67.99647871093808,
ice_band_10_90,9.903614457831324,67.94972175483812,67.95018581804175,
ice_band_10_90,9.975903614457831,67.90342528804707,67.90389292931411,
ice_band_10_90,10.048192771084336,67.857128821256,67.8576000423319,
ice_band_10_90,10.120481927710843,67.81083235446494,67.81130715389405,
ice_band_10_90,10.192771084337348,67.76453588767389,67.7650142643809,
ice_band_10_90,10.265060240963855,67.71823942088284,67.71872137486771,
ice_band_10_90,10.33734939759036,67.67194295409178,67.67242848535454,
ice_band_10_90,10.409638554216867,67.62564648730071,67.62613559584139,
ice_band_10_90,10.481927710843372,67.57935002050965,67.57984270632822,
ice_band_10_90,10.55421686746988,67.5330535537186,67.53354981681504,
ice_band_10_90,10.626506024096384,67.48675708692753,67.48725692730187,
ice_band_10_90,10.698795180722891,67.44046062013646,67.44096403778872,
ice_band_10_90,10.771084337349397,67.3941641533454,67.39467114827553,
ice_band_10_90,10.843373493975903,67.34786768655435,67.34837825876237,
ice_band_10_90,10.915662650602409,67.3015712197633,67.30208536924921,
ice_band_10_90,10.987951807228916,67.25527475297224,67.25579247973603,
ice_band_10_90,11.06024096385542,67.20897828618118,67.20949959022286,
ice_band_10_90,11.132530120481928,67.16268181939012,67.1632067007097,
ice_band_10_90,11.204819277108433,67.11638535259905,67.11691381119653,
ice_band_10_90,11.27710843373494,67.070088885808,67.07062092168336,
ice_band_10_90,11.349397590361445,67.02379241901694,67.02432803217019,
ice_band_10_90,11.421686746987952,66.9774959522259,66.978035142657,
ice_band_10_90,11.493975903614457,66.93119948543483,66.93174225314385,
ice_band_10_90,11.566265060240964,66.88490301864377,66.88544936363068,
ice_band_10_90,11.638554216867469,66.8386065518527,66.83915647411753,
ice_band_10_90,11.710843373493976,66.79231008506164,66.79286358460435,
ice_band_10_90,11.783132530120481,66.74601361827058,66.7465706950912,
ice_band_10_90,11.855421686746988,66.69971715147952,66.70027780557801,
ice_band_10_90,11.927710843373493,66.65342068468846,66.65398491606484,
ice_band_10_90,12.0,66.6071242178974,66.60769202655167,
ice_band_10_90,12.072289156626505,66.56082775110634,66.5613991370385,
ice_band_10_90,12.144578313253012,66.51453128431528,66.51510624752534,
ice_band_10_90,12.216867469879517,66.46823481752423,66.46881335801217,
ice_band_10_90,12.289156626506024,66.42193835073317,66.422520468499,
ice_band_10_90,12.36144578313253,66.37564188394211,66.37622757898583,
ice_band_10_90,12.433734939759036,66.32934541715105,66.32993468947267,
ice_band_10_90,12.506024096385541,66.28304895035998,66.2836417999595,
ice_band_10_90,12.578313253012048,66.23675248356892,66.23734891044633,
ice_band_10_90,12.650602409638553,66.19045601677787,66.19105602093316,
ice_band_10_90,12.72289156626506,66.14415954998681,66.14476313141999,
ice_band_10_90,12.795180722891565,66.09786308319576,66.09847024190682,
ice_band_10_90,12.867469879518072,66.0515666164047,66.05217735239366,
ice_band_10_90,12.939759036144578,66.00527014961364,66.00588446288049,
ice_band_10_90,13.012048192771084,65.95897368282257,65.9595915733673,
ice_band_10_90,13.08433734939759,65.91267721603151,65.91329868385415,
ice_band_10_90,13.156626506024097,65.86638074924046,65.86700579434098,
ice_band_10_90,13.228915662650602,65.82008428244941,65.82071290482781,
ice_band_10_90,13.301204819277109,65.77378781565835,65.77442001531465,
ice_band_10_90,13.373493975903614,65.72749134886729,65.72812712580148,
ice_band_10_90,13.44578313253012,65.68119488207623,65.68183423628831,
ice_band_10_90,13.518072289156626,65.63489841528516,65.63554134677514,
ice_band_10_90,13.590361445783133,65.5886019484941,65.58924845726197,
ice_band_10_90,13.662650602409638,65.54230548170304,65.5429555677488,
ice_band_10_90,13.734939759036145,65.49600901491198,65.49666267823564,
ice_band_10_90,13.80722891566265,65.44971254812091,65.45036978872247,
ice_band_10_90,13.879518072289155,65.40341608132987,65.4040768992093,
ice_band_10_90,13.951807228915662,65.3571196145388,65.35778400969613,
ice_band_10_90,14.024096385542167,65.31082314774775,65.31149112018296,
ice_band_10_90,14.096385542168674,65.26452668095669,65.26519823066981,
ice_band_10_90,14.16867469879518,65.21823021416564,65.21890534115663,
ice_band_10_90,14.240963855421686,65.17193374737458,65.17261243920356,
ice_band_10_90,14.313253012048191,65.12563728058353,65.12631955126515,
ice_band_10_90,14.385542168674698,65.07934081379247,65.0800266758049,
ice_band_10_90,14.457831325301203,65.03304434700141,65.03373381085986,
ice_band_10_90,14.53012048192771,64.98674788021034,64.98744095404057,
ice_band_10_90,14.602409638554215,64.94045141306344,64.9411481025312,
ice_band_10_90,14.674698795180722,64.89415493372431,64.89485525308943,
ice_band_10_90,14.746987951807228,64.84785845789041,64.84856240204654,
ice_band_10_90,14.819277108433734,64.80156199774885,64.8022695453073,
ice_band_10_90,14.89156626506024,64.75526556197654,64.75597667835007,
ice_band_10_90,14.963855421686747,64.70896915574004,64.70968379622676,
ice_band_10_90,15.036144578313252,64.66267278069563,64.66339092500816,
ice_band_10_90,15.108433734939759,64.61637643498936,64.61709805378955,
ice_band_10_90,15.180722891566264,64.57008011325694,64.57080518257094,
ice_band_10_90,15.25301204819277,64.52378380662378,64.52451231135232,
ice_band_10_90,15.325301204819276,64.47748750270512,64.47821944186467,
ice_band_10_90,15.397590361445783,64.43119118650526,64.43192657200598,
ice_band_10_90,15.469879518072288,64.3848948703054,64.38563370001627,
ice_band_10_90,15.542168674698795,64.33859855410553,64.33934082463345,
ice_band_10_90,15.6144578313253,64.29230223790567,64.29304794509346,
ice_band_10_90,15.686746987951807,64.2460059217058,64.24675506113017,
ice_band_10_90,15.759036144578312,64.19970960550594,64.20046217297542,
ice_band_10_90,15.831325301204819,64.15341328930609,64.154169281359,
ice_band_10_90,15.903614457831324,64.10711697310623,64.10787638750867,
ice_band_10_90,15.975903614457831,64.06082065690634,64.06158349315018,
ice_band_10_90,16.048192771084338,64.01452434070649,64.01529060050721,
ice_band_10_90,16.12048192771084,63.96822802450663,63.968997707925965,
ice_band_10_90,16.19277108433735,63.92193170830676,63.922704815344716,
ice_band_10_90,16.265060240963855,63.8756353921069,63.87641192238138,
ice_band_10_90,16.337349397590362,63.82933907590704,63.830119029440766,
ice_band_10_90,16.409638554216865,63.783042759707186,63.783826136985354,
ice_band_10_90,16.481927710843372,63.736746443507315,63.73753324535126,
ice_band_10_90,16.55421686746988,63.69045012730746,63.69124035474824,
ice_band_10_90,16.626506024096386,63.644153811107586,63.64494746525969,
ice_band_10_90,16.69879518072289,63.59785749490773,63.59865457684268,
ice_band_10_90,16.771084337349397,63.551561178707864,63.55236168932786,
ice_band_10_90,16.843373493975903,63.505264862508,63.50606880241958,
ice_band_10_90,16.91566265060241,63.458968546308135,63.45977591569579,
ice_band_10_90,16.987951807228914,63.41267223010827,63.41348302860811,
ice_band_10_90,17.06024096385542,63.366375913908406,63.36719014144764,
ice_band_10_90,17.132530120481928,63.32007959770855,63.32089725428717,
ice_band_10_90,17.204819277108435,63.273783281508685,63.2746043671267,
ice_band_10_90,17.277108433734938,63.22748696530883,63.22831147996621,
ice_band_10_90,17.349397590361445,63.18119064910896,63.182018590254856,
ice_band_10_90,17.42168674698795,63.1348943329091,63.13572569833567,
ice_band_10_90,17.49397590361446,63.08859801670924,63.08943281024563,
ice_band_10_90,17.566265060240962,63.04230170050937,63.04313993052267,
ice_band_10_90,17.63855421686747,62.99600538430951,62.99684706220573,
ice_band_10_90,17.710843373493976,62.949709068109534,62.95055420412537,
ice_band_10_90,17.783132530120483,62.90341275190967,62.904261358275754,
ice_band_10_90,17.855421686746986,62.857116435709784,62.85796852603996,
ice_band_10_90,17.927710843373493,62.8108201195099,62.811675708801246,
ice_band_10_90,18.0,62.764523803309984,62.76538290794284,
pdp,0.0,,,74.29231553016606
pdp,0.07228915662650602,,,74.24602268543198
pdp,0.14457831325301204,,,74.1997298406979
pdp,0.21686746987951805,,,74.15343699596382
pdp,0.2891566265060241,,,74.10714415122975
pdp,0.3614457831325301,,,74.06085130649586
pdp,0.4337349397590361,,,74.01455846176177
pdp,0.5060240963855421,,,73.96826561702768
pdp,0.5783132530120482,,,73.9219727722936
pdp,0.6506024096385542,,,73.8756799275595
pdp,0.7228915662650602,,,73.8293870828254
pdp,0.7951807228915663,,,73.78309423809134
pdp,0.8674698795180722,,,73.73680139335724
pdp,0.9397590361445782,,,73.69050854862314
pdp,1.0120481927710843,,,73.64421570388907
pdp,1.0843373493975903,,,73.59792285915498
pdp,1.1566265060240963,,,73.5516300144209
pdp,1.2289156626506024,,,73.50533716968681
pdp,1.3012048192771084,,,73.45904432495271
pdp,1.3734939759036144,,,73.41275148021862
pdp,1.4457831325301205,,,73.36645863548455
pdp,1.5180722891566265,,,73.32016579075045
pdp,1.5903614457831325,,,73.27387294601637
pdp,1.6626506024096386,,,73.22758010128229
pdp,1.7349397590361444,,,73.18128725654819
pdp,1.8072289156626504,,,73.13499441181409
pdp,1.8795180722891565,,,73.08870156708001
pdp,1.9518072289156625,,,73.04240872234593
pdp,2.0240963855421685,,,72.99611587761183
pdp,2.0963855421686746,,,72.94982303287776
pdp,2.1686746987951806,,,72.90353018814366
pdp,2.2409638554216866,,,72.85723734340958
pdp,2.3132530120481927,,,72.8109444986755
pdp,2.3855421686746987,,,72.76465165394139
pdp,2.4578313253012047,,,72.7183588092073
pdp,2.5301204819277108,,,72.67206596447322
pdp,2.602409638554217,,,72.62577311973912
pdp,2.674698795180723,,,72.57948027500504
pdp,2.746987951807229,,,72.53318743027097
pdp,2.819277108433735,,,72.48689458553687
pdp,2.891566265060241,,,72.44060174080279
pdp,2.963855421686747,,,72.39430889606871
pdp,3.036144578313253,,,72.3480160513346
pdp,3.108433734939759,,,72.30172320660051
pdp,3.180722891566265,,,72.25543036186643
pdp,3.253012048192771,,,72.20913751713235
pdp,3.325301204819277,,,72.16284467239825
pdp,3.397590361445783,,,72.11655182766417
pdp,3.469879518072289,,,72.07025898293007
pdp,3.542168674698795,,,72.02396613819599
pdp,3.614457831325301,,,71.9776732934619
pdp,3.686746987951807,,,71.93138044872781
pdp,3.759036144578313,,,71.88508760399372
pdp,3.831325301204819,,,71.83879475925966
pdp,3.903614457831325,,,71.79250191452554
pdp,3.975903614457831,,,71.74620906979146
pdp,4.048192771084337,,,71.6999162250574
pdp,4.120481927710843,,,71.6536233803233
pdp,4.192771084337349,,,71.6073305355892
pdp,4.265060240963855,,,71.56103769085512
pdp,4.337349397590361,,,71.51474484612103
pdp,4.409638554216867,,,71.46845200138694
pdp,4.481927710843373,,,71.42215915665287
pdp,4.554216867469879,,,71.37586631191876
pdp,4.626506024096385,,,71.32957346718467
pdp,4.698795180722891,,,71.28328062245059
pdp,4.771084337349397,,,71.2369877777165
pdp,4.843373493975903,,,71.19069493298241
pdp,4.9156626506024095,,,71.14440208824833
pdp,4.9879518072289155,,,71.09810924351423
pdp,5.0602409638554215,,,71.05181639878015
pdp,5.132530120481928,,,71.00552355404606
pdp,5.204819277108434,,,70.95923070931198
pdp,5.27710843373494,,,70.91293786457788
pdp,5.349397590361446,,,70.8666450198438
pdp,5.421686746987952,,,70.8203521751097
pdp,5.493975903614458,,,70.77405933037562
pdp,5.566265060240964,,,70.72776648564154
pdp,5.63855421686747,,,70.68147364090744
pdp,5.710843373493976,,,70.63518079617336
pdp,5.783132530120482,,,70.58888795143928
pdp,5.855421686746988,,,70.54259510670518
pdp,5.927710843373494,,,70.4963022619711
pdp,6.0,,,70.45000941723701
pdp,6.072289156626506,,,70.40371657250292
pdp,6.144578313253012,,,70.35742372776883
pdp,6.216867469879518,,,70.31113088303475
pdp,6.289156626506024,,,70.26483803830065
pdp,6.36144578313253,,,70.21854519356657
pdp,6.433734939759036,,,70.17225234883249
pdp,6.506024096385542,,,70.12595950409839
pdp,6.578313253012048,,,70.0796666593643
pdp,6.650602409638554,,,70.03337381463022
pdp,6.72289156626506,,,69.98708096989613
pdp,6.795180722891566,,,69.94078812516204
pdp,6.867469879518072,,,69.89449528042796
pdp,6.939759036144578,,,69.84820243569386
pdp,7.012048192771084,,,69.80190959095978
pdp,7.08433734939759,,,69.7556167462257
pdp,7.156626506024096,,,69.70932390149159
pdp,7.228915662650602,,,69.66303105675752
pdp,7.301204819277108,,,69.61673821202344
pdp,7.373493975903614,,,69.57044536728934
pdp,7.44578313253012,,,69.52415252255526
pdp,7.518072289156626,,,69.47785967782116
pdp,7.590361445783132,,,69.43156683308707
pdp,7.662650602409638,,,69.38527398835299
pdp,7.734939759036144,,,69.33898114361891
pdp,7.80722891566265,,,69.29268829888481
pdp,7.879518072289156,,,69.24639545415073
pdp,7.951807228915662,,,69.20010260941665
pdp,8.024096385542169,,,69.15380976468255
pdp,8.096385542168674,,,69.10751691994847
pdp,8.168674698795181,,,69.06122407521438
pdp,8.240963855421686,,,69.01493123048029
pdp,8.313253012048193,,,68.9686383857462
pdp,8.385542168674698,,,68.92234554101212
pdp,8.457831325301205,,,68.87605269627802
pdp,8.53012048192771,,,68.82975985154394
pdp,8.602409638554217,,,68.78346700680986
pdp,8.674698795180722,,,68.73717416207575
pdp,8.74698795180723,,,68.69088131734166
pdp,8.819277108433734,,,68.64458847260758
pdp,8.891566265060241,,,68.59829562787348
pdp,8.963855421686747,,,68.55200278313941
pdp,9.036144578313253,,,68.50570993840533
pdp,9.108433734939759,,,68.45941709367123
pdp,9.180722891566266,,,68.41312424893715
pdp,9.25301204819277,,,68.36683140420307
pdp,9.325301204819276,,,68.32053855946896
pdp,9.397590361445783,,,68.27424571473487
pdp,9.469879518072288,,,68.22795287000079
pdp,9.542168674698795,,,68.1816600252667
pdp,9.6144578313253,,,68.13536718053263
pdp,9.686746987951807,,,68.08907433579854
pdp,9.759036144578312,,,68.04278149106445
pdp,9.831325301204819,,,67.99648864633036
pdp,9.903614457831324,,,67.95019580159628
pdp,9.975903614457831,,,67.90390295686218
pdp,10.048192771084336,,,67.8576101121281
pdp,10.120481927710843,,,67.81131726739402
pdp,10.192771084337348,,,67.7650244226599
pdp,10.265060240963855,,,67.71873157792584
pdp,10.33734939759036,,,67.67243873319174
pdp,10.409638554216867,,,67.62614588845764
pdp,10.481927710843372,,,67.57985304372356
pdp,10.55421686746988,,,67.53356019898948
pdp,10.626506024096384,,,67.48726735425538
pdp,10.698795180722891,,,67.44097450952131
pdp,10.771084337349397,,,67.39468166478723
pdp,10.843373493975903,,,67.34838882005312
pdp,10.915662650602409,,,67.30209597531905
pdp,10.987951807228916,,,67.25580313058495
pdp,11.06024096385542,,,67.20951028585085
