series,thickness_nm,absolute_error
point,0.0,0.5642857142857025
point,12.0,3.4357142857142975
point,18.0,9.435714285714297
point,0.0,5.5642857142857025
point,1.1,7.5642857142857025
point,2.1,11.564285714285703
point,3.1,6.5642857142857025
point,0.0,9.764285714285705
point,0.2,17.235714285714295
point,0.5,34.735714285714295
point,1.0,14.964285714285708
point,2.0,3.7642857142857054
point,0.0,0.6357142857143003
point,5.0,5.164285714285697
