series,predicted,residual
point,262.9642857142857,22.035714285714278
point,262.9642857142857,7.035714285714278
point,262.9642857142857,-2.9642857142857224
point,262.9642857142857,14.035714285714278
point,262.9642857142857,23.035714285714278
point,262.9642857142857,33.03571428571428
point,262.9642857142857,6.035714285714278
point,262.9642857142857,30.035714285714278
point,262.9642857142857,-75.16428571428571
point,262.9642857142857,-139.56428571428572
point,262.9642857142857,34.33571428571429
point,262.9642857142857,-4.964285714285722
point,262.9642857142857,-2.064285714285745
point,262.9642857142857,55.1357142857143
