series,predicted,residual
point,80.19999999999999,-30.19999999999999
point,75.01111111111112,-38.01111111111112
point,75.01111111111112,-48.01111111111112
point,80.19999999999999,16.80000000000001
point,81.67777777777778,14.322222222222223
point,86.67777777777778,9.422222222222217
point,85.12222222222222,9.87777777777778
point,80.19999999999999,-3.1999999999999886
point,80.19999999999999,-2.1999999999999886
point,80.19999999999999,-1.1999999999999886
point,80.19999999999999,1.8000000000000114
point,86.67777777777778,-6.677777777777777
point,80.19999999999999,2.6000000000000085
point,85.12222222222222,-2.12222222222222
