series,sorted_index,sorted_actual,sorted_predicted,smoothed_actual,smoothed_predicted,between_curves_lo,between_curves_hi
sorted_curves,0.0,7.6,13.833333333333334,7.160559440559443,12.267191142191148,7.160559440559443,12.267191142191148
sorted_curves,1.0,8.2,13.833333333333334,7.570349650349641,14.995512820512827,7.570349650349641,14.995512820512827
sorted_curves,2.0,9.7,13.833333333333334,10.32955710955709,18.36905594405595,10.32955710955709,18.36905594405595
sorted_curves,3.0,10.9,26.8,14.778974358974331,22.11370435120436,14.778974358974331,22.11370435120436
sorted_curves,4.0,23.0,26.8,20.25939393939391,25.955341880341887,20.25939393939391,25.955341880341887
sorted_curves,5.0,25.82,26.8,26.11160839160846,29.619852369852442,26.11160839160846,29.619852369852442
sorted_curves,6.0,35.0,35.52499999999999,28.87762237762245,32.79079254079262,28.87762237762245,32.79079254079262
sorted_curves,7.0,36.5,35.52499999999999,29.01282051282059,26.656759906759966,26.656759906759966,29.01282051282059
sorted_curves,8.0,37.2,35.52499999999999,33.26573426573435,29.275641025641093,29.275641025641093,33.26573426573435
sorted_curves,9.0,37.5,35.52499999999999,37.98974358974381,33.03525641025651,33.03525641025651,37.98974358974381
sorted_curves,10.0,40.0,37.0,49.652540792541046,43.997406759906866,43.997406759906866,49.652540792541046
sorted_curves,11.0,66.58,37.0,71.23696969696998,64.90157342657355,64.90157342657355,71.23696969696998
sorted_curves,12.0,121.0,135.5,105.72587412587447,98.48723776223795,98.48723776223795,105.72587412587447
sorted_curves,13.0,150.0,135.5,156.10209790209828,147.49388111888135,147.49388111888135,156.10209790209828
